515.0	322.0
516.0	325.0
525.0	331.0
525.0	331.0
527.0	332.0
529.0	333.0
531.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
532.0	334.0
533.0	334.0
533.0	334.0
533.0	334.0
533.0	334.0
533.0	335.0
534.0	335.0
535.0	336.0
535.0	337.0
537.0	337.0
537.0	338.0
538.0	339.0
538.0	339.0
539.0	339.0
540.0	339.0
540.0	341.0
541.0	342.0
543.0	342.0
544.0	343.0
545.0	344.0
547.0	344.0
547.0	345.0
549.0	345.0
550.0	346.0
550.0	347.0
551.0	347.0
552.0	347.0
553.0	348.0
553.0	348.0
553.0	348.0
554.0	348.0
555.0	348.0
557.0	350.0
558.0	350.0
559.0	350.0
561.0	351.0
562.0	351.0
563.0	351.0
565.0	351.0
567.0	351.0
569.0	351.0
570.0	351.0
571.0	351.0
571.0	351.0
573.0	352.0
576.0	352.0
576.0	352.0
578.0	352.0
582.0	353.0
585.0	353.0
585.0	353.0
586.0	353.0
588.0	353.0
589.0	353.0
590.0	353.0
591.0	353.0
592.0	353.0
593.0	353.0
594.0	353.0
596.0	351.0
597.0	350.0
599.0	349.0
602.0	348.0
604.0	347.0
606.0	346.0
607.0	345.0
609.0	344.0
611.0	343.0
613.0	342.0
614.0	340.0
615.0	340.0
617.0	339.0
617.0	339.0
617.0	339.0
618.0	339.0
618.0	339.0
618.0	339.0
618.0	339.0
618.0	339.0
618.0	339.0
618.0	339.0
618.0	339.0
618.0	339.0
618.0	339.0
618.0	339.0
618.0	339.0
618.0	339.0
618.0	339.0
618.0	339.0
618.0	339.0
618.0	339.0
618.0	339.0
618.0	339.0
618.0	339.0
618.0	339.0
618.0	339.0
618.0	338.0
619.0	336.0
620.0	334.0
621.0	332.0
622.0	330.0
622.0	329.0
623.0	328.0
623.0	326.0
623.0	325.0
623.0	323.0
624.0	321.0
624.0	320.0
626.0	319.0
626.0	318.0
626.0	318.0
626.0	316.0
627.0	315.0
627.0	314.0
628.0	312.0
628.0	312.0
630.0	310.0
631.0	308.0
632.0	307.0
633.0	306.0
633.0	305.0
633.0	305.0
634.0	305.0
634.0	304.0
634.0	302.0
634.0	302.0
634.0	300.0
635.0	299.0
635.0	299.0
635.0	298.0
635.0	298.0
635.0	297.0
635.0	297.0
635.0	296.0
636.0	295.0
636.0	294.0
636.0	291.0
636.0	290.0
637.0	289.0
637.0	289.0
637.0	288.0
638.0	287.0
638.0	287.0
638.0	286.0
638.0	285.0
638.0	284.0
638.0	284.0
638.0	283.0
638.0	283.0
638.0	282.0
638.0	281.0
638.0	280.0
638.0	279.0
638.0	278.0
638.0	276.0
638.0	276.0
638.0	274.0
638.0	273.0
638.0	272.0
638.0	271.0
638.0	270.0
638.0	270.0
638.0	269.0
638.0	266.0
638.0	266.0
638.0	265.0
638.0	264.0
638.0	263.0
637.0	261.0
637.0	260.0
636.0	259.0
636.0	258.0
635.0	257.0
634.0	257.0
634.0	256.0
633.0	255.0
632.0	254.0
632.0	253.0
631.0	252.0
631.0	251.0
630.0	250.0
629.0	249.0
629.0	248.0
628.0	247.0
628.0	247.0
627.0	247.0
627.0	247.0
627.0	245.0
627.0	245.0
626.0	243.0
626.0	243.0
624.0	241.0
624.0	241.0
624.0	240.0
623.0	239.0
623.0	238.0
623.0	237.0
622.0	236.0
621.0	236.0
621.0	235.0
620.0	235.0
620.0	234.0
619.0	233.0
618.0	232.0
618.0	231.0
616.0	230.0
616.0	229.0
615.0	229.0
614.0	228.0
613.0	227.0
612.0	226.0
611.0	226.0
611.0	225.0
610.0	225.0
610.0	225.0
608.0	224.0
