369.0	229.0
370.0	227.0
375.0	213.0
377.0	210.0
380.0	205.0
383.0	200.0
386.0	195.0
390.0	189.0
392.0	184.0
392.0	184.0
396.0	175.0
397.0	172.0
399.0	169.0
400.0	167.0
400.0	167.0
401.0	165.0
402.0	164.0
403.0	164.0
403.0	164.0
403.0	164.0
403.0	164.0
403.0	163.0
404.0	163.0
406.0	161.0
406.0	160.0
407.0	159.0
407.0	159.0
407.0	158.0
409.0	156.0
410.0	153.0
414.0	149.0
414.0	149.0
416.0	145.0
419.0	142.0
428.0	132.0
428.0	132.0
437.0	123.0
444.0	114.0
453.0	107.0
464.0	101.0
474.0	95.0
494.0	88.0
494.0	88.0
506.0	85.0
516.0	84.0
528.0	83.0
540.0	82.0
552.0	82.0
564.0	81.0
576.0	81.0
588.0	81.0
599.0	81.0
606.0	81.0
612.0	84.0
616.0	87.0
619.0	93.0
623.0	101.0
624.0	110.0
626.0	122.0
626.0	122.0
628.0	135.0
634.0	157.0
638.0	166.0
640.0	176.0
643.0	186.0
646.0	197.0
648.0	206.0
651.0	215.0
654.0	225.0
656.0	232.0
659.0	238.0
660.0	243.0
660.0	243.0
661.0	247.0
661.0	251.0
661.0	253.0
661.0	255.0
661.0	258.0
661.0	259.0
662.0	261.0
664.0	263.0
667.0	266.0
670.0	268.0
672.0	270.0
675.0	272.0
676.0	276.0
677.0	280.0
678.0	284.0
678.0	289.0
676.0	294.0
671.0	300.0
661.0	306.0
653.0	312.0
643.0	317.0
631.0	321.0
621.0	324.0
621.0	324.0
601.0	329.0
591.0	331.0
591.0	331.0
574.0	333.0
574.0	333.0
557.0	334.0
549.0	334.0
541.0	335.0
533.0	335.0
526.0	335.0
526.0	335.0
516.0	335.0
507.0	335.0
484.0	335.0
484.0	335.0
473.0	335.0
464.0	335.0
457.0	334.0
450.0	331.0
442.0	328.0
437.0	326.0
432.0	322.0
427.0	317.0
421.0	312.0
416.0	306.0
411.0	299.0
406.0	292.0
402.0	288.0
398.0	282.0
396.0	278.0
394.0	275.0
393.0	273.0
392.0	270.0
392.0	270.0
390.0	266.0
387.0	264.0
386.0	262.0
385.0	260.0
384.0	258.0
383.0	256.0
382.0	255.0
382.0	253.0
382.0	251.0
382.0	251.0
379.0	248.0
379.0	248.0
378.0	245.0
378.0	245.0
377.0	244.0
376.0	243.0
376.0	241.0
376.0	239.0
376.0	239.0
375.0	238.0
375.0	238.0
375.0	238.0
375.0	237.0
374.0	237.0
374.0	236.0
374.0	236.0
374.0	236.0
374.0	236.0
374.0	236.0
374.0	236.0
374.0	236.0
374.0	235.0
373.0	235.0
373.0	234.0
372.0	234.0
372.0	233.0
372.0	233.0
371.0	233.0
371.0	232.0
371.0	232.0
371.0	232.0
370.0	232.0
370.0	232.0
370.0	231.0
369.0	231.0
369.0	231.0
369.0	231.0
369.0	231.0
369.0	231.0
369.0	231.0
369.0	231.0
369.0	231.0
369.0	231.0
369.0	231.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	230.0
369.0	229.0
